id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
fileid_248,16.39,6.361,1.7659,0.9556,15.7525,1.7659,0.9556,15.7525,0.0,0.0,0.0
fileid_249,11.66,7.381,1.7394,0.9286,9.4615,1.7394,0.9286,9.4615,0.0,0.0,0.0
fileid_250,16.07,6.84,1.1639,0.8193,1.1807,1.1639,0.8193,1.1807,0.0,0.0,0.0
fileid_251,15.7,7.464,2.1735,0.9989,11.6634,2.1735,0.9989,11.6634,0.0,0.0,0.0
fileid_252,-4.62,6.3,1.1286,0.8453,-9.352,1.1286,0.8453,-9.352,0.0,0.0,0.0
fileid_253,-1.92,3.512,1.1704,0.8661,-3.5044,1.1704,0.8661,-3.5044,0.0,0.0,0.0
fileid_254,8.53,6.516,1.088,0.7348,1.1858,1.088,0.7348,1.1858,0.0,0.0,0.0
fileid_255,10.34,7.848,1.0651,0.8096,0.9913,1.0651,0.8096,0.9913,0.0,0.0,0.0
fileid_256,18.28,5.904,1.1071,0.7206,0.1099,1.1071,0.7206,0.1099,0.0,0.0,0.0
fileid_257,7.82,6.516,2.9139,0.9858,2.8955,2.9139,0.9858,2.8955,0.0,0.0,0.0
fileid_258,4.21,7.56,1.3759,0.9738,3.2961,1.3759,0.9738,3.2961,0.0,0.0,0.0
fileid_259,17.0,7.668,1.2743,0.8878,3.3803,1.2743,0.8878,3.3803,0.0,0.0,0.0
fileid_260,9.04,6.228,1.7053,0.9728,6.1125,1.7053,0.9728,6.1125,0.0,0.0,0.0
fileid_261,17.16,5.472,1.3711,0.8785,4.7962,1.3711,0.8785,4.7962,0.0,0.0,0.0
fileid_262,15.67,6.696,1.4656,0.9319,13.5034,1.4656,0.9319,13.5034,0.0,0.0,0.0
fileid_263,2.9,6.552,1.1308,0.8362,0.8634,1.1308,0.8362,0.8634,0.0,0.0,0.0
fileid_264,5.22,3.24,1.1822,0.912,4.0563,1.1822,0.912,4.0563,0.0,0.0,0.0
fileid_265,7.02,4.032,2.077,0.9581,3.1922,2.077,0.9581,3.1922,0.0,0.0,0.0
fileid_266,8.01,4.752,1.0761,0.8407,-2.2754,1.0761,0.8407,-2.2754,0.0,0.0,0.0
fileid_267,7.82,7.752,1.155,0.8503,5.0162,1.155,0.8503,5.0162,0.0,0.0,0.0
fileid_268,11.53,6.228,1.3224,0.9698,10.2721,1.3224,0.9698,10.2721,0.0,0.0,0.0
fileid_269,16.0,3.192,1.4635,0.8524,4.0427,1.4635,0.8524,4.0427,0.0,0.0,0.0
fileid_270,18.55,7.128,2.2054,0.9917,15.1527,2.2054,0.9917,15.1527,0.0,0.0,0.0
fileid_271,8.5,5.868,1.292,0.8865,1.9488,1.292,0.8865,1.9488,0.0,0.0,0.0
fileid_272,11.42,7.488,1.284,0.9249,9.5852,1.284,0.9249,9.5852,0.0,0.0,0.0
fileid_273,16.21,6.768,1.6623,0.9608,14.452,1.6623,0.9608,14.452,0.0,0.0,0.0
fileid_274,-4.26,6.408,1.0355,0.6863,-6.5176,1.0355,0.6863,-6.5176,0.0,0.0,0.0
fileid_275,16.3,7.416,2.0207,0.9475,14.6302,2.0207,0.9475,14.6302,0.0,0.0,0.0
fileid_276,-1.14,2.736,1.3642,0.8714,-4.3217,1.3642,0.8714,-4.3217,0.0,0.0,0.0
fileid_277,2.07,7.32,1.1169,0.7427,-1.4346,1.1169,0.7427,-1.4346,0.0,0.0,0.0
fileid_278,16.4,4.752,1.1624,0.8241,4.7012,1.1624,0.8241,4.7012,0.0,0.0,0.0
fileid_279,-2.83,7.236,1.2423,0.7328,-4.9531,1.2423,0.7328,-4.9531,0.0,0.0,0.0
fileid_280,0.06,5.904,1.0759,0.6969,-2.8869,1.0759,0.6969,-2.8869,0.0,0.0,0.0
fileid_281,11.31,3.624,1.3118,0.8425,4.2711,1.3118,0.8425,4.2711,0.0,0.0,0.0
fileid_282,7.98,7.596,1.1679,0.8404,2.1407,1.1679,0.8404,2.1407,0.0,0.0,0.0
fileid_283,-2.84,6.156,1.0614,0.7141,-4.3637,1.0614,0.7141,-4.3637,0.0,0.0,0.0
fileid_284,19.65,3.78,3.0242,0.9995,17.9019,3.0242,0.9995,17.9019,0.0,0.0,0.0
fileid_285,-4.15,5.292,1.0909,0.7613,-5.0653,1.0909,0.7613,-5.0653,0.0,0.0,0.0
fileid_286,-2.73,6.012,1.1129,0.8822,-8.6957,1.1129,0.8822,-8.6957,0.0,0.0,0.0
fileid_287,11.3,7.596,1.5074,0.9705,9.8401,1.5074,0.9705,9.8401,0.0,0.0,0.0
fileid_288,6.67,6.576,1.8439,0.9789,5.015,1.8439,0.9789,5.015,0.0,0.0,0.0
fileid_289,18.81,9.216,2.3476,0.9932,10.8433,2.3476,0.9932,10.8433,0.0,0.0,0.0
fileid_290,11.64,6.624,1.361,0.8649,2.4662,1.361,0.8649,2.4662,0.0,0.0,0.0
fileid_291,10.14,7.488,2.2023,0.9942,8.2897,2.2023,0.9942,8.2897,0.0,0.0,0.0
fileid_292,7.9,6.228,1.2951,0.9488,5.516,1.2951,0.9488,5.516,0.0,0.0,0.0
fileid_293,-3.0,6.948,1.0377,0.7395,-4.8612,1.0377,0.7395,-4.8612,0.0,0.0,0.0
fileid_294,19.11,7.308,1.864,0.9714,16.4718,1.864,0.9714,16.4718,0.0,0.0,0.0
fileid_295,18.99,6.156,1.9117,0.9848,17.2092,1.9117,0.9848,17.2092,0.0,0.0,0.0
fileid_296,8.78,5.256,1.4048,0.9851,3.7506,1.4048,0.9851,3.7506,0.0,0.0,0.0
fileid_297,15.3,7.776,1.4485,0.8981,11.9093,1.4485,0.8981,11.9093,0.0,0.0,0.0
fileid_298,10.03,5.436,1.9085,0.9189,7.7905,1.9085,0.9189,7.7905,0.0,0.0,0.0
fileid_299,17.81,2.945,1.6602,0.9246,7.1116,1.6602,0.9246,7.1116,0.0,0.0,0.0
fileid_300,-0.82,7.668,1.1953,0.6791,-3.9963,1.1953,0.6791,-3.9963,0.0,0.0,0.0
fileid_301,-0.77,5.184,1.0814,0.739,-1.9031,1.0814,0.739,-1.9031,0.0,0.0,0.0
fileid_302,13.53,5.112,1.3923,0.9648,12.111,1.3923,0.9648,12.111,0.0,0.0,0.0
fileid_303,7.02,6.012,1.3244,0.8242,-4.6012,1.3244,0.8242,-4.6012,0.0,0.0,0.0
fileid_304,2.69,6.516,1.0976,0.7849,1.2527,1.0976,0.7849,1.2527,0.0,0.0,0.0
fileid_305,5.44,7.128,1.2016,0.8313,-1.1332,1.2016,0.8313,-1.1332,0.0,0.0,0.0
fileid_306,18.21,7.596,1.9512,0.9818,16.6241,1.9512,0.9818,16.6241,0.0,0.0,0.0
fileid_307,6.71,7.176,1.087,0.857,3.0927,1.087,0.857,3.0927,0.0,0.0,0.0
fileid_308,10.47,6.672,1.1836,0.7942,0.8665,1.1836,0.7942,0.8665,0.0,0.0,0.0
fileid_309,-1.15,9.252,1.0655,0.6479,-3.4749,1.0655,0.6479,-3.4749,0.0,0.0,0.0
fileid_310,8.97,7.308,1.1474,0.8057,0.1523,1.1474,0.8057,0.1523,0.0,0.0,0.0
fileid_311,-2.48,5.004,1.4032,0.871,-4.8188,1.4032,0.871,-4.8188,0.0,0.0,0.0
fileid_312,11.0,6.408,1.4562,0.9535,9.7208,1.4562,0.9535,9.7208,0.0,0.0,0.0
fileid_313,2.15,6.72,1.0867,0.6889,0.5673,1.0867,0.6889,0.5673,0.0,0.0,0.0
fileid_314,17.19,8.85,2.4679,0.9897,16.4965,2.4679,0.9897,16.4965,0.0,0.0,0.0
fileid_315,-1.05,9.64,1.0622,0.7161,-1.6245,1.0622,0.7161,-1.6245,0.0,0.0,0.0
fileid_316,-2.43,5.21,1.0372,0.6359,-3.1397,1.0372,0.6359,-3.1397,0.0,0.0,0.0
fileid_317,4.42,7.45,1.2529,0.9538,3.434,1.2529,0.9538,3.434,0.0,0.0,0.0
fileid_318,-0.16,6.82,1.1114,0.7471,-1.278,1.1114,0.7471,-1.278,0.0,0.0,0.0
fileid_319,-4.12,6.14,1.0432,0.5966,-5.5356,1.0432,0.5966,-5.5356,0.0,0.0,0.0
fileid_320,6.54,6.51,1.2627,0.9147,5.7483,1.2627,0.9147,5.7483,0.0,0.0,0.0
fileid_321,3.65,6.8,1.1927,0.7666,0.362,1.1927,0.7666,0.362,0.0,0.0,0.0
fileid_322,8.49,7.56,1.5342,0.9552,6.994,1.5342,0.9552,6.994,0.0,0.0,0.0
fileid_323,7.16,4.07,2.1496,0.9942,6.4803,2.1496,0.9942,6.4803,0.0,0.0,0.0
fileid_324,11.59,6.95,1.7525,0.9616,11.0553,1.7525,0.9616,11.0553,0.0,0.0,0.0
fileid_325,8.95,7.22,1.1113,0.8025,0.3652,1.1113,0.8025,0.3652,0.0,0.0,0.0
fileid_326,16.9,2.64,2.2824,0.9939,16.3677,2.2824,0.9939,16.3677,0.0,0.0,0.0
fileid_327,-2.96,5.68,1.082,0.7418,-3.7591,1.082,0.7418,-3.7591,0.0,0.0,0.0
fileid_328,-4.58,6.46,1.0406,0.5843,-5.6887,1.0406,0.5843,-5.6887,0.0,0.0,0.0
fileid_329,3.68,4.54,2.2889,0.9958,2.2046,2.2889,0.9958,2.2046,0.0,0.0,0.0
fileid_330,19.49,8.0,1.7528,0.941,9.3449,1.7528,0.941,9.3449,0.0,0.0,0.0
fileid_331,18.41,11.38,1.5427,0.8792,4.899,1.5427,0.8792,4.899,0.0,0.0,0.0
fileid_332,5.69,6.95,2.2317,0.9949,4.9722,2.2317,0.9949,4.9722,0.0,0.0,0.0
fileid_333,9.54,6.48,1.2693,0.8781,3.1633,1.2693,0.8781,3.1633,0.0,0.0,0.0
fileid_334,6.39,2.56,1.111,0.8121,0.6717,1.111,0.8121,0.6717,0.0,0.0,0.0
fileid_335,-4.7,6.34,1.1632,0.9167,-5.9919,1.1632,0.9167,-5.9919,0.0,0.0,0.0
fileid_336,2.37,7.74,2.3106,0.9939,1.7808,2.3106,0.9939,1.7808,0.0,0.0,0.0
fileid_337,11.31,6.9,1.622,0.9297,10.3778,1.622,0.9297,10.3778,0.0,0.0,0.0
fileid_338,-4.69,9.64,1.0763,0.6157,-5.5316,1.0763,0.6157,-5.5316,0.0,0.0,0.0
fileid_339,-2.5,10.67,1.082,0.6967,-4.473,1.082,0.6967,-4.473,0.0,0.0,0.0
fileid_340,19.14,9.78,2.2468,0.9488,18.5622,2.2468,0.9488,18.5622,0.0,0.0,0.0
fileid_341,8.31,7.02,1.5152,0.898,2.5737,1.5152,0.898,2.5737,0.0,0.0,0.0
fileid_342,12.89,4.86,1.9413,0.9808,12.6392,1.9413,0.9808,12.6392,0.0,0.0,0.0
fileid_343,19.96,3.22,2.2232,0.9752,15.1559,2.2232,0.9752,15.1559,0.0,0.0,0.0
fileid_344,6.81,4.96,4.1292,0.999,6.0228,4.1292,0.999,6.0228,0.0,0.0,0.0
fileid_345,19.9,7.02,3.8254,0.9896,17.5413,3.8254,0.9896,17.5413,0.0,0.0,0.0
fileid_346,0.83,6.8,1.1652,0.8651,-0.0753,1.1652,0.8651,-0.0753,0.0,0.0,0.0
fileid_347,16.81,3.245,1.6667,0.9278,16.081,1.6667,0.9278,16.081,0.0,0.0,0.0
fileid_348,3.51,6.33,1.5644,0.9752,2.8765,1.5644,0.9752,2.8765,0.0,0.0,0.0
fileid_349,2.96,4.1,1.1269,0.8064,1.8337,1.1269,0.8064,1.8337,0.0,0.0,0.0
fileid_350,19.05,13.41,2.7405,0.987,18.2544,2.7405,0.987,18.2544,0.0,0.0,0.0
fileid_351,16.57,13.37,1.6345,0.9146,8.9843,1.6345,0.9146,8.9843,0.0,0.0,0.0
fileid_352,-0.69,7.64,1.0706,0.7309,-1.1691,1.0706,0.7309,-1.1691,0.0,0.0,0.0
fileid_353,15.5,6.46,1.4584,0.9214,11.3451,1.4584,0.9214,11.3451,0.0,0.0,0.0
fileid_354,9.66,4.93,1.2639,0.9506,9.1052,1.2639,0.9506,9.1052,0.0,0.0,0.0
fileid_355,-1.43,7.61,1.0447,0.6772,-1.8075,1.0447,0.6772,-1.8075,0.0,0.0,0.0
fileid_356,6.23,8.0,1.1334,0.8836,3.7241,1.1334,0.8836,3.7241,0.0,0.0,0.0
fileid_357,-1.93,2.689,1.0814,0.766,-3.1998,1.0814,0.766,-3.1998,0.0,0.0,0.0
fileid_358,0.71,6.72,1.0683,0.8682,-0.108,1.0683,0.8682,-0.108,0.0,0.0,0.0
fileid_359,9.94,5.01,1.2328,0.8825,4.9282,1.2328,0.8825,4.9282,0.0,0.0,0.0
fileid_360,19.23,10.4,2.1584,0.9857,17.1865,2.1584,0.9857,17.1865,0.0,0.0,0.0
fileid_361,-0.4,6.13,1.0592,0.8538,-1.1624,1.0592,0.8538,-1.1624,0.0,0.0,0.0
fileid_362,1.08,14.56,1.0808,0.8371,-0.0716,1.0808,0.8371,-0.0716,0.0,0.0,0.0
fileid_363,11.95,7.45,1.1963,0.861,6.1256,1.1963,0.861,6.1256,0.0,0.0,0.0
fileid_364,11.24,5.97,1.1173,0.8262,3.9559,1.1173,0.8262,3.9559,0.0,0.0,0.0
fileid_365,14.73,6.7,1.9821,0.9854,14.1482,1.9821,0.9854,14.1482,0.0,0.0,0.0
fileid_366,-0.8,4.63,1.0676,0.9196,-1.5991,1.0676,0.9196,-1.5991,0.0,0.0,0.0
fileid_367,18.66,6.27,2.2865,0.9822,16.5927,2.2865,0.9822,16.5927,0.0,0.0,0.0
fileid_368,19.98,6.65,2.779,0.9947,19.1062,2.779,0.9947,19.1062,0.0,0.0,0.0
fileid_369,17.37,6.73,1.8065,0.9584,16.6199,1.8065,0.9584,16.6199,0.0,0.0,0.0
fileid_370,7.26,6.86,1.3582,0.955,6.6304,1.3582,0.955,6.6304,0.0,0.0,0.0
fileid_371,18.18,6.15,3.3559,0.9987,17.6691,3.3559,0.9987,17.6691,0.0,0.0,0.0
fileid_372,7.42,6.56,1.1511,0.8883,6.8314,1.1511,0.8883,6.8314,0.0,0.0,0.0
fileid_373,14.78,4.44,1.3941,0.8784,4.583,1.3941,0.8784,4.583,0.0,0.0,0.0
fileid_374,7.14,7.69,1.0832,0.6969,-0.1829,1.0832,0.6969,-0.1829,0.0,0.0,0.0
fileid_375,11.6,6.89,1.3435,0.8964,6.8528,1.3435,0.8964,6.8528,0.0,0.0,0.0
fileid_376,4.57,6.3,1.2976,0.9265,3.9505,1.2976,0.9265,3.9505,0.0,0.0,0.0
fileid_377,5.6,3.23,1.2654,0.831,-0.3738,1.2654,0.831,-0.3738,0.0,0.0,0.0
fileid_378,12.93,7.75,1.7166,0.978,12.5717,1.7166,0.978,12.5717,0.0,0.0,0.0
fileid_379,16.63,6.29,1.5945,0.9759,16.085,1.5945,0.9759,16.085,0.0,0.0,0.0
fileid_380,9.0,13.23,1.7035,0.9607,7.0571,1.7035,0.9607,7.0571,0.0,0.0,0.0
fileid_381,10.63,5.58,1.5645,0.9708,10.0978,1.5645,0.9708,10.0978,0.0,0.0,0.0
fileid_382,5.59,2.946,1.0766,0.7696,-1.0784,1.0766,0.7696,-1.0784,0.0,0.0,0.0
fileid_383,-2.62,6.49,1.0926,0.9196,-3.2381,1.0926,0.9196,-3.2381,0.0,0.0,0.0
fileid_384,17.48,6.56,1.7818,0.9311,9.9112,1.7818,0.9311,9.9112,0.0,0.0,0.0
fileid_385,8.76,8.17,1.173,0.8975,8.2266,1.173,0.8975,8.2266,0.0,0.0,0.0
fileid_386,15.09,7.83,2.1152,0.9914,14.4257,2.1152,0.9914,14.4257,0.0,0.0,0.0
fileid_387,19.4,4.1,1.9327,0.9504,8.2346,1.9327,0.9504,8.2346,0.0,0.0,0.0
fileid_388,14.39,6.19,1.372,0.8901,6.605,1.372,0.8901,6.605,0.0,0.0,0.0
fileid_389,10.65,4.42,1.2939,0.8338,3.985,1.2939,0.8338,3.985,0.0,0.0,0.0
fileid_390,9.62,3.33,1.1536,0.8777,9.1057,1.1536,0.8777,9.1057,0.0,0.0,0.0
fileid_391,5.05,3.23,1.0729,0.8153,1.389,1.0729,0.8153,1.389,0.0,0.0,0.0
fileid_392,18.23,6.65,1.842,0.9651,17.5339,1.842,0.9651,17.5339,0.0,0.0,0.0
fileid_393,-1.03,7.45,1.0376,0.8071,-1.6303,1.0376,0.8071,-1.6303,0.0,0.0,0.0
fileid_394,-3.61,6.704,1.0596,0.6332,-4.7519,1.0596,0.6332,-4.7519,0.0,0.0,0.0
fileid_395,4.3,2.79,1.0756,0.7087,0.9098,1.0756,0.7087,0.9098,0.0,0.0,0.0
fileid_396,14.76,7.26,1.3917,0.8813,6.8562,1.3917,0.8813,6.8562,0.0,0.0,0.0
fileid_397,17.04,7.67,1.8223,0.9786,16.6644,1.8223,0.9786,16.6644,0.0,0.0,0.0
fileid_398,1.72,6.34,1.0477,0.6809,-1.2986,1.0477,0.6809,-1.2986,0.0,0.0,0.0
fileid_399,1.28,6.75,1.3032,0.917,0.3537,1.3032,0.917,0.3537,0.0,0.0,0.0
fileid_400,7.95,6.47,1.2461,0.8716,6.9274,1.2461,0.8716,6.9274,0.0,0.0,0.0
fileid_401,5.06,14.73,1.2008,0.8065,4.145,1.2008,0.8065,4.145,0.0,0.0,0.0
fileid_402,10.93,2.59,1.5783,0.9383,10.2598,1.5783,0.9383,10.2598,0.0,0.0,0.0
fileid_403,17.56,3.68,2.0489,0.9615,17.089,2.0489,0.9615,17.089,0.0,0.0,0.0
fileid_404,2.68,6.86,1.0771,0.5784,-3.3743,1.0771,0.5784,-3.3743,0.0,0.0,0.0
fileid_405,17.84,6.92,1.9658,0.9904,11.6196,1.9658,0.9904,11.6196,0.0,0.0,0.0
fileid_406,0.77,7.66,1.0731,0.622,-4.1959,1.0731,0.622,-4.1959,0.0,0.0,0.0
fileid_407,15.34,7.28,1.2973,0.8767,5.0666,1.2973,0.8767,5.0666,0.0,0.0,0.0
fileid_408,13.44,10.22,2.0738,0.9837,12.706,2.0738,0.9837,12.706,0.0,0.0,0.0
fileid_409,6.3,14.3,1.1473,0.8852,5.321,1.1473,0.8852,5.321,0.0,0.0,0.0
fileid_410,13.49,6.87,1.89,0.985,12.3476,1.89,0.985,12.3476,0.0,0.0,0.0
fileid_411,17.73,7.75,1.2325,0.842,3.0249,1.2325,0.842,3.0249,0.0,0.0,0.0
fileid_412,-1.33,7.89,1.1242,0.9299,-2.9411,1.1242,0.9299,-2.9411,0.0,0.0,0.0
fileid_413,-3.76,6.23,1.0424,0.5944,-6.6187,1.0424,0.5944,-6.6187,0.0,0.0,0.0
fileid_414,17.87,6.65,1.7023,0.9638,17.0646,1.7023,0.9638,17.0646,0.0,0.0,0.0
fileid_415,11.35,7.63,1.3932,0.9707,10.2374,1.3932,0.9707,10.2374,0.0,0.0,0.0
fileid_416,-3.13,9.97,1.0603,0.7432,-4.0248,1.0603,0.7432,-4.0248,0.0,0.0,0.0
fileid_417,16.79,7.13,1.6132,0.8847,6.5395,1.6132,0.8847,6.5395,0.0,0.0,0.0
fileid_418,4.86,6.799,1.2763,0.7944,3.8985,1.2763,0.7944,3.8985,0.0,0.0,0.0
fileid_419,-1.5,9.239,1.0656,0.5753,-2.3959,1.0656,0.5753,-2.3959,0.0,0.0,0.0
fileid_420,-2.34,7.481,1.0609,0.6812,-5.1806,1.0609,0.6812,-5.1806,0.0,0.0,0.0
fileid_421,10.72,6.12,1.1385,0.862,1.1108,1.1385,0.862,1.1108,0.0,0.0,0.0
fileid_422,0.33,8.0,1.0689,0.8167,-4.2626,1.0689,0.8167,-4.2626,0.0,0.0,0.0
fileid_423,0.43,8.601,1.1073,0.7129,-1.6206,1.1073,0.7129,-1.6206,0.0,0.0,0.0
fileid_424,10.04,9.639,1.239,0.8819,4.9976,1.239,0.8819,4.9976,0.0,0.0,0.0
fileid_425,2.08,9.321,1.2241,0.8395,0.0169,1.2241,0.8395,0.0169,0.0,0.0,0.0
fileid_426,2.15,6.919,1.1519,0.7327,1.512,1.1519,0.7327,1.512,0.0,0.0,0.0
fileid_427,14.23,10.0,1.9929,0.9945,12.4153,1.9929,0.9945,12.4153,0.0,0.0,0.0
fileid_428,1.66,7.56,1.5083,0.8484,-2.4157,1.5083,0.8484,-2.4157,0.0,0.0,0.0
fileid_429,13.91,10.92,2.2818,0.9824,10.9354,2.2818,0.9824,10.9354,0.0,0.0,0.0
fileid_430,15.32,9.799,1.281,0.8234,3.5834,1.281,0.8234,3.5834,0.0,0.0,0.0
fileid_431,8.12,10.199,1.1012,0.8052,1.3985,1.1012,0.8052,1.3985,0.0,0.0,0.0
fileid_432,-3.15,8.559,1.0521,0.7083,-5.7116,1.0521,0.7083,-5.7116,0.0,0.0,0.0
fileid_433,1.48,8.36,1.1025,0.5812,-3.5864,1.1025,0.5812,-3.5864,0.0,0.0,0.0
fileid_434,5.77,8.36,1.1738,0.7561,3.1846,1.1738,0.7561,3.1846,0.0,0.0,0.0
fileid_435,11.96,7.76,1.8203,0.9259,6.8159,1.8203,0.9259,6.8159,0.0,0.0,0.0
fileid_436,5.71,9.159,1.1418,0.8617,-1.6792,1.1418,0.8617,-1.6792,0.0,0.0,0.0
fileid_437,5.53,8.079,1.105,0.8442,1.2413,1.105,0.8442,1.2413,0.0,0.0,0.0
fileid_438,3.66,9.161,1.5561,0.951,2.4762,1.5561,0.951,2.4762,0.0,0.0,0.0
fileid_439,15.29,6.0,2.4617,0.9923,14.6005,2.4617,0.9923,14.6005,0.0,0.0,0.0
fileid_440,14.78,10.559,1.715,0.9388,12.6904,1.715,0.9388,12.6904,0.0,0.0,0.0
fileid_441,13.2,8.799,1.7686,0.9439,12.7431,1.7686,0.9439,12.7431,0.0,0.0,0.0
fileid_442,-1.57,9.68,1.3261,0.9445,-2.8438,1.3261,0.9445,-2.8438,0.0,0.0,0.0
fileid_443,3.03,8.161,1.2476,0.8716,1.6873,1.2476,0.8716,1.6873,0.0,0.0,0.0
fileid_444,0.59,8.919,1.092,0.675,-0.5667,1.092,0.675,-0.5667,0.0,0.0,0.0
fileid_445,11.41,9.32,1.1247,0.7571,2.1364,1.1247,0.7571,2.1364,0.0,0.0,0.0
fileid_446,9.76,8.401,1.9047,0.9294,7.8687,1.9047,0.9294,7.8687,0.0,0.0,0.0
fileid_447,8.87,9.92,1.1319,0.7963,2.4246,1.1319,0.7963,2.4246,0.0,0.0,0.0
fileid_448,-2.68,8.36,1.1121,0.7713,-4.4356,1.1121,0.7713,-4.4356,0.0,0.0,0.0
fileid_449,9.02,10.0,1.622,0.9689,7.8526,1.622,0.9689,7.8526,0.0,0.0,0.0
fileid_450,2.68,9.921,1.531,0.9535,0.1245,1.531,0.9535,0.1245,0.0,0.0,0.0
fileid_451,-4.9,6.32,1.6447,0.5762,-7.1379,1.6447,0.5762,-7.1379,0.0,0.0,0.0
fileid_452,4.79,8.799,1.2515,0.9268,3.6926,1.2515,0.9268,3.6926,0.0,0.0,0.0
fileid_453,17.34,8.0,1.9106,0.9573,14.8265,1.9106,0.9573,14.8265,0.0,0.0,0.0
fileid_454,0.57,10.041,1.1458,0.8368,-0.8321,1.1458,0.8368,-0.8321,0.0,0.0,0.0
fileid_455,2.13,6.839,3.3137,0.9985,1.0716,3.3137,0.9985,1.0716,0.0,0.0,0.0
fileid_456,3.81,7.441,1.1492,0.8778,0.1727,1.1492,0.8778,0.1727,0.0,0.0,0.0
fileid_457,17.57,7.961,1.7549,0.9292,5.959,1.7549,0.9292,5.959,0.0,0.0,0.0
fileid_458,14.6,5.328,1.2293,0.7911,2.6836,1.2293,0.7911,2.6836,0.0,0.0,0.0
fileid_459,19.69,2.712,2.9084,0.9679,10.0978,2.9084,0.9679,10.0978,0.0,0.0,0.0
fileid_460,-1.89,10.476,1.0532,0.6837,-4.4064,1.0532,0.6837,-4.4064,0.0,0.0,0.0
fileid_461,0.15,4.656,1.0757,0.7318,-1.1593,1.0757,0.7318,-1.1593,0.0,0.0,0.0
fileid_462,4.85,6.228,1.0927,0.7637,-1.4228,1.0927,0.7637,-1.4228,0.0,0.0,0.0
fileid_463,-2.11,4.776,1.069,0.7814,-7.8069,1.069,0.7814,-7.8069,0.0,0.0,0.0
fileid_464,6.97,6.84,1.2726,0.7309,-0.592,1.2726,0.7309,-0.592,0.0,0.0,0.0
fileid_465,14.83,6.588,1.4669,0.9272,12.5981,1.4669,0.9272,12.5981,0.0,0.0,0.0
fileid_466,-4.98,8.82,1.06,0.6447,-9.056,1.06,0.6447,-9.056,0.0,0.0,0.0
fileid_467,15.61,4.536,1.6856,0.8477,4.7502,1.6856,0.8477,4.7502,0.0,0.0,0.0
fileid_468,4.42,6.864,1.132,0.8315,-3.4487,1.132,0.8315,-3.4487,0.0,0.0,0.0
fileid_469,15.22,4.416,2.1495,0.9432,11.8617,2.1495,0.9432,11.8617,0.0,0.0,0.0
fileid_470,19.31,6.3,1.106,0.8972,2.8902,1.106,0.8972,2.8902,0.0,0.0,0.0
fileid_471,7.58,4.896,1.3096,0.8451,1.3791,1.3096,0.8451,1.3791,0.0,0.0,0.0
fileid_472,0.55,8.959,1.0936,0.8659,-2.3079,1.0936,0.8659,-2.3079,0.0,0.0,0.0
fileid_473,0.73,4.248,1.1771,0.8699,-2.1046,1.1771,0.8699,-2.1046,0.0,0.0,0.0
fileid_474,15.6,7.596,1.0378,0.8232,0.7823,1.0378,0.8232,0.7823,0.0,0.0,0.0
fileid_475,-3.52,7.2,1.0592,0.4706,-7.8469,1.0592,0.4706,-7.8469,0.0,0.0,0.0
fileid_476,8.22,6.012,1.3865,0.8867,3.0448,1.3865,0.8867,3.0448,0.0,0.0,0.0
fileid_477,4.66,3.492,1.2715,0.806,0.0482,1.2715,0.806,0.0482,0.0,0.0,0.0
fileid_478,17.89,6.336,1.1608,0.7828,2.5826,1.1608,0.7828,2.5826,0.0,0.0,0.0
fileid_479,15.32,6.588,2.265,0.9426,13.7179,2.265,0.9426,13.7179,0.0,0.0,0.0
fileid_480,12.95,6.912,1.1563,0.7036,0.5142,1.1563,0.7036,0.5142,0.0,0.0,0.0
fileid_481,12.41,5.508,1.1153,0.6733,-2.7248,1.1153,0.6733,-2.7248,0.0,0.0,0.0
